instance,num_var,velox_energy,cplex_energy,gap,runtime,load_time
randomIsingDWavePegasus_10_dense_4.h5,2084,-1400.0419,-1398.1489,-0.13538931,0.021966032,0.077468639
randomIsingDWavePegasus_10_dense_5.h5,2084,-1413.9995,-1415.2838,0.09074517,0.01058908,0.07749765
randomIsingDWavePegasus_10_dense_6.h5,2084,-1404.5947,-1405.9534,0.09663497,0.015211754,0.083120943
randomIsingDWavePegasus_10_dense_7.h5,2084,-1404.9026,-1406.4187,0.10779956,0.021961959,0.077497817
randomIsingDWavePegasus_10_dense_8.h5,2084,-1363.2139,-1365.2651,0.15024698,0.015531635,0.07742547
randomIsingDWavePegasus_10_dense_9.h5,2084,-1406.7706,-1408.8182,0.1453422,0.015269565,0.083388418
randomIsingDWavePegasus_11_dense_1.h5,2545,-1699.0662,-1695.6084,-0.20392466,0.019182796,0.117970268
randomIsingDWavePegasus_11_dense_10.h5,2556,-1663.2314,-1649.383,-0.8396102,0.019289826,0.119259081
randomIsingDWavePegasus_11_dense_11.h5,2556,-1761.6552,-1760.671,-0.055895217,0.026379654,0.112950476
randomIsingDWavePegasus_11_dense_12.h5,2556,-1723.4923,-1723.0753,-0.024200462,0.014647836,0.113002279
randomIsingDWavePegasus_11_dense_13.h5,2556,-1726.4786,-1727.4957,0.058876548,0.019417454,0.11938626
randomIsingDWavePegasus_11_dense_14.h5,2556,-1722.9308,-1721.0718,-0.10801459,0.019389536,0.119552777
randomIsingDWavePegasus_11_dense_15.h5,2556,-1729.8999,-1723.3064,-0.38260788,0.026470821,0.113104386
randomIsingDWavePegasus_11_dense_16.h5,2545,-1712.4553,-1709.3036,-0.184387,0.009911805,0.10768372
randomIsingDWavePegasus_11_dense_17.h5,2545,-1676.7007,-1667.5002,-0.5517504,0.014971099,0.113902911
randomIsingDWavePegasus_11_dense_18.h5,2545,-1735.8573,-1733.9076,-0.11244584,0.01482097,0.114065498
randomIsingDWavePegasus_11_dense_19.h5,2545,-1689.2179,-1687.9785,-0.073423915,0.021912069,0.10739846
randomIsingDWavePegasus_11_dense_2.h5,2556,-1716.6521,-1717.3446,0.040324166,0.014524096,0.113387013
randomIsingDWavePegasus_11_dense_20.h5,2545,-1713.6272,-1711.4698,-0.1260524,0.014720407,0.113619233
randomIsingDWavePegasus_11_dense_3.h5,2556,-1700.561,-1696.6161,-0.23251851,0.019438513,0.11973216
randomIsingDWavePegasus_11_dense_4.h5,2556,-1718.0481,-1710.2887,-0.45368946,0.026428092,0.113451379
