instance,num_var,velox_energy,cplex_energy,gap,runtime,load_time
randomQuboDWaveClique_L=160_dense_17.h5,160,-357.68506,-357.6851,8.531968e-6,0.003505099,0.000714945
randomQuboDWaveClique_L=160_dense_18.h5,160,-329.5528,-329.55276,-9.260301e-6,0.003548542,0.000790683
randomQuboDWaveClique_L=160_dense_19.h5,160,-330.24268,-330.24265,-9.240956e-6,0.003575342,0.000689574
randomQuboDWaveClique_L=160_dense_2.h5,160,-348.71494,-348.71494,0.0,0.00693436,0.000694871
randomQuboDWaveClique_L=160_dense_20.h5,160,-347.51062,-347.51065,8.781767e-6,0.003383344,0.000613186
randomQuboDWaveClique_L=160_dense_3.h5,160,-368.58154,-368.58154,0.0,0.003379566,0.000627628
randomQuboDWaveClique_L=160_dense_4.h5,160,-375.06235,-375.06235,0.0,0.0033621,0.000648467
randomQuboDWaveClique_L=160_dense_5.h5,160,-316.4933,-316.4933,0.0,0.003212328,0.000644116
randomQuboDWaveClique_L=160_dense_6.h5,160,-366.47742,-366.47745,8.3272735e-6,0.003369659,0.000646412
randomQuboDWaveClique_L=160_dense_7.h5,160,-331.29904,-331.29907,9.211489e-6,0.003387348,0.000648828
randomQuboDWaveClique_L=160_dense_8.h5,160,-368.61786,-368.61783,-8.278921e-6,0.003208475,0.000641911
randomQuboDWaveClique_L=160_dense_9.h5,160,-339.9289,-339.9289,0.0,0.00352526,0.000644336
randomQuboDWaveClique_L=180_dense_1.h5,180,-436.41736,-436.41733,-6.992751e-6,0.004362793,0.000740315
randomQuboDWaveClique_L=180_dense_10.h5,180,-398.15125,-398.15125,0.0,0.004272812,0.000786175
randomQuboDWaveClique_L=180_dense_11.h5,180,-415.86578,-415.86578,0.0,0.004393811,0.000777377
randomQuboDWaveClique_L=180_dense_12.h5,180,-398.2878,-397.76538,-0.13134135,0.004213443,0.000786566
randomQuboDWaveClique_L=180_dense_13.h5,180,-397.10547,-397.10547,0.0,0.004463053,0.000775634
randomQuboDWaveClique_L=180_dense_14.h5,180,-402.47192,-402.70862,0.05877558,0.004262912,0.000839675
randomQuboDWaveClique_L=180_dense_15.h5,180,-434.89734,-434.89737,7.017191e-6,0.004198032,0.000834952
randomQuboDWaveClique_L=180_dense_16.h5,180,-411.09784,-411.3048,0.050320394,0.004435844,0.000814227
randomQuboDWaveClique_L=180_dense_17.h5,180,-444.47058,-444.47058,0.0,0.004101627,0.000824471
randomQuboDWaveClique_L=180_dense_18.h5,180,-384.27347,-384.27347,0.0,0.004289773,0.000815748
randomQuboDWaveClique_L=180_dense_19.h5,180,-419.01303,-419.3778,0.08698043,0.004197325,0.000809066
randomQuboDWaveClique_L=180_dense_2.h5,180,-416.15146,-416.15146,0.0,0.004312634,0.000764127
randomQuboDWaveClique_L=180_dense_20.h5,180,-387.94702,-387.187,-0.1962901,0.004352663,0.000819216
randomQuboDWaveClique_L=180_dense_3.h5,180,-417.5074,-417.5074,0.0,0.004383434,0.000838236
randomQuboDWaveClique_L=180_dense_4.h5,180,-402.48822,-402.48825,7.5822286e-6,0.004227367,0.000824662
randomQuboDWaveClique_L=180_dense_5.h5,180,-386.78403,-386.78403,0.0,0.0042242,0.006799454
randomQuboDWaveClique_L=180_dense_6.h5,180,-400.2787,-400.3375,0.01468945,0.004199482,0.000766273
randomQuboDWaveClique_L=180_dense_7.h5,180,-379.58832,-379.58832,0.0,0.004205636,0.000763689
randomQuboDWaveClique_L=180_dense_8.h5,180,-413.45752,-413.1441,-0.07586107,0.004202456,0.000763024
randomQuboDWaveClique_L=180_dense_9.h5,180,-397.01077,-397.03265,0.0055111595,0.004216592,0.0007743
