instance,size,density,sa_energy,velox_energy,gap,runtime_velox,runtime_sa
randomIsingDWaveZephyr_70_sparse_1.h5,157920,0.0001256564569391964,-124683.68,-124825.29,-0.11357491,0.323568556,4949.190261598
randomIsingDWaveZephyr_70_sparse_2.h5,157920,0.0001256564569391964,-124678.984,-124829.25,-0.120522015,0.266439787,4950.111459928
randomIsingDWaveZephyr_70_sparse_3.h5,157920,0.0001256564569391964,-124909.25,-125056.63,-0.11799191,0.166110036,4948.273033738
randomIsingDWaveZephyr_70_sparse_4.h5,157920,0.0001256564569391964,-124396.32,-124537.77,-0.11371167,0.273761891,4950.140148095
randomIsingDWaveZephyr_70_sparse_5.h5,157920,0.0001256564569391964,-124910.06,-125061.7,-0.12139984,0.273011765,4949.512378258
randomIsingDWaveZephyr_80_sparse_1.h5,206080,9.638548679159754e-5,-162848.84,-163047.66,-0.12208407,0.245874018,6591.295581565
randomIsingDWaveZephyr_80_sparse_2.h5,206080,9.638548679159754e-5,-162676.0,-162876.2,-0.12306863,0.321907353,6591.28331459
randomIsingDWaveZephyr_80_sparse_3.h5,206080,9.638548679159754e-5,-162559.34,-162753.84,-0.11964862,0.322647221,6591.007897157
randomIsingDWaveZephyr_80_sparse_4.h5,206080,9.638548679159754e-5,-162824.53,-163019.6,-0.11979921,0.34216955,6591.018649421
randomIsingDWaveZephyr_80_sparse_5.h5,206080,9.638548679159754e-5,-162470.92,-162650.78,-0.1107025,0.373653093,6591.168366844
randomIsingDWaveZephyr_90_sparse_1.h5,260640,7.626714578196523e-5,-205706.56,-205961.34,-0.12385665,0.414638328,8420.823299035
randomIsingDWaveZephyr_90_sparse_2.h5,260640,7.626714578196523e-5,-206023.11,-206281.92,-0.12562305,0.303905343,8420.429462123
randomIsingDWaveZephyr_90_sparse_3.h5,260640,7.626714578196523e-5,-206178.06,-206423.84,-0.11920824,0.298213246,8420.214892527
randomIsingDWaveZephyr_90_sparse_4.h5,260640,7.626714578196523e-5,-206138.84,-206389.03,-0.121368445,0.299257796,8420.017119132
randomIsingDWaveZephyr_90_sparse_5.h5,260640,7.626714578196523e-5,-206421.78,-206675.61,-0.12296577,0.324612597,8419.892484264
randomIsingDWaveZephyr_100_sparse_1.h5,321600,6.184825251850202e-5,-254545.19,-254851.16,-0.12020214,0.366712673,10456.661239964
randomIsingDWaveZephyr_100_sparse_2.h5,321600,6.184825251850202e-5,-254302.62,-254636.08,-0.13112453,0.532523411,10524.103486018
randomIsingDWaveZephyr_100_sparse_3.h5,321600,6.184825251850202e-5,-254710.03,-255024.28,-0.12337559,0.373021748,10520.918169142
randomIsingDWaveZephyr_100_sparse_4.h5,321600,6.184825251850202e-5,-254545.05,-254875.88,-0.1299684,0.508642365,10532.60692059
randomIsingDWaveZephyr_100_sparse_5.h5,321600,6.184825251850202e-5,-254541.3,-254855.38,-0.12338985,0.409310433,10531.786944134
randomIsingDWaveZephyr_110_sparse_1.h5,388960,5.1162919278799935e-5,-307578.62,-307960.06,-0.12401301,0.596725758,12796.388522971
randomIsingDWaveZephyr_110_sparse_2.h5,388960,5.1162919278799935e-5,-307051.72,-307449.1,-0.1294163,0.587700103,12793.251232605
randomIsingDWaveZephyr_110_sparse_3.h5,388960,5.1162919278799935e-5,-307368.7,-307746.88,-0.12304034,0.574635249,12794.823070611
randomIsingDWaveZephyr_110_sparse_4.h5,388960,5.1162919278799935e-5,-307915.44,-308284.7,-0.119919285,0.439721444,12797.560955962
randomIsingDWaveZephyr_110_sparse_5.h5,388960,5.1162919278799935e-5,-307185.44,-307569.0,-0.1248635,0.552168398,12790.808337267
randomIsingDWaveZephyr_120_sparse_1.h5,462720,4.3025177123327766e-5,-365861.62,-366318.94,-0.12499603,0.612485821,15277.298667011
randomIsingDWaveZephyr_120_sparse_2.h5,462720,4.3025177123327766e-5,-365750.7,-366193.53,-0.12107804,0.616332267,15276.424976283
randomIsingDWaveZephyr_120_sparse_3.h5,462720,4.3025177123327766e-5,-365127.12,-365591.7,-0.12723309,0.617731876,15277.187751947
randomIsingDWaveZephyr_120_sparse_4.h5,462720,4.3025177123327766e-5,-366913.56,-367371.4,-0.12478245,0.55609296,15274.91495524
randomIsingDWaveZephyr_120_sparse_5.h5,462720,4.3025177123327766e-5,-366359.44,-366794.75,-0.11882115,0.679115863,15274.952651868
randomIsingDWaveZephyr_130_sparse_1.h5,542880,3.668512451173508e-5,-429807.2,-430333.1,-0.12235865,0.875653509,17970.400328875
randomIsingDWaveZephyr_130_sparse_2.h5,542880,3.668512451173508e-5,-429515.2,-430090.56,-0.13395917,0.7018939,17972.34356748
randomIsingDWaveZephyr_130_sparse_3.h5,542880,3.668512451173508e-5,-429489.3,-429987.97,-0.11610446,0.973680209,17972.8732222
randomIsingDWaveZephyr_130_sparse_4.h5,542880,3.668512451173508e-5,-429597.78,-430138.62,-0.12589538,0.910347205,17973.600469959
randomIsingDWaveZephyr_130_sparse_5.h5,542880,3.668512451173508e-5,-429639.78,-430157.16,-0.12042065,0.744109111,17969.001859922
randomIsingDWaveZephyr_140_sparse_1.h5,629440,3.1649771108909616e-5,-497635.88,-498278.22,-0.12907907,1.015952911,20880.131414904
randomIsingDWaveZephyr_140_sparse_2.h5,629440,3.1649771108909616e-5,-498358.5,-498963.97,-0.12149261,1.016939664,20879.617299119
randomIsingDWaveZephyr_140_sparse_3.h5,629440,3.1649771108909616e-5,-498460.44,-499074.06,-0.12310406,1.015642721,20879.465799367
randomIsingDWaveZephyr_140_sparse_4.h5,629440,3.1649771108909616e-5,-498652.6,-499264.25,-0.1226618,1.008271724,20880.559049198
randomIsingDWaveZephyr_140_sparse_5.h5,629440,3.1649771108909616e-5,-498124.88,-498755.38,-0.1265747,1.055188086,20885.522672573
randomIsingDWaveZephyr_150_sparse_1.h5,722400,2.7584224603849112e-5,-571931.06,-572682.06,-0.13130954,1.129307606,24014.642454813
randomIsingDWaveZephyr_150_sparse_2.h5,722400,2.7584224603849112e-5,-571079.4,-571778.75,-0.12246546,1.103940441,24016.442311427
randomIsingDWaveZephyr_150_sparse_3.h5,722400,2.7584224603849112e-5,-571617.0,-572336.56,-0.12588193,1.174721656,24014.819544789
randomIsingDWaveZephyr_150_sparse_4.h5,722400,2.7584224603849112e-5,-571803.75,-572507.0,-0.122988,1.154156065,24014.990233215
randomIsingDWaveZephyr_150_sparse_5.h5,722400,2.7584224603849112e-5,-571153.9,-571875.9,-0.12641077,1.104684756,24014.238181141
