instance,num_var,velox_energy,cplex_energy,gap,runtime,load_time
randomIsingDWaveZephyr_6_dense_5.h5,1217,-899.9453,-897.4442,-0.27869126,0.004230388,0.014549423
randomIsingDWaveZephyr_6_dense_6.h5,1217,-916.8585,-909.5963,-0.7983989,0.005943221,0.014517563
randomIsingDWaveZephyr_6_dense_7.h5,1217,-923.57764,-915.641,-0.86678576,0.003258317,0.010991931
randomIsingDWaveZephyr_6_dense_8.h5,1217,-888.7423,-878.2386,-1.1959989,0.00331046,0.010994999
randomIsingDWaveZephyr_6_dense_9.h5,1217,-888.06525,-881.5442,-0.7397312,0.003204978,0.011094691
randomIsingDWaveZephyr_7_dense_1.h5,1680,-1312.0941,-1290.0283,-1.7104892,0.05205221,0.019981317
randomIsingDWaveZephyr_7_dense_10.h5,1680,-1270.5253,-1265.423,-0.40320867,0.005018095,0.033674477
randomIsingDWaveZephyr_7_dense_11.h5,1680,-1291.4541,-1270.992,-1.6099361,0.004879184,0.020029457
randomIsingDWaveZephyr_7_dense_12.h5,1680,-1286.4846,-1250.2341,-2.8994958,0.007128658,0.029175205
randomIsingDWaveZephyr_7_dense_13.h5,1680,-1287.311,-1267.2509,-1.5829685,0.006627472,0.034208678
randomIsingDWaveZephyr_7_dense_14.h5,1680,-1288.1619,-1284.9095,-0.2531166,0.006437587,0.021245487
randomIsingDWaveZephyr_7_dense_15.h5,1680,-1280.7866,-1245.4913,-2.8338444,0.006568075,0.021477482
randomIsingDWaveZephyr_7_dense_16.h5,1680,-1287.6238,-1288.2649,0.04976564,0.008986744,0.025369504
randomIsingDWaveZephyr_7_dense_17.h5,1680,-1274.3059,-1251.3108,-1.8376824,0.004781274,0.020120931
randomIsingDWaveZephyr_7_dense_18.h5,1680,-1304.263,-1302.7798,-0.11384536,0.004901171,0.020100939
randomIsingDWaveZephyr_7_dense_19.h5,1680,-1266.7947,-1238.0076,-2.3252773,0.006717202,0.020093737
randomIsingDWaveZephyr_7_dense_2.h5,1680,-1302.2754,-1273.2897,-2.2764432,0.004904143,0.026000858
randomIsingDWaveZephyr_7_dense_20.h5,1680,-1277.3374,-1237.4165,-3.2261486,0.004784196,0.020032693
randomIsingDWaveZephyr_7_dense_3.h5,1680,-1262.1145,-1262.8053,0.05470328,0.004905403,0.020111106
randomIsingDWaveZephyr_7_dense_4.h5,1680,-1285.3337,-1253.0801,-2.5739505,0.004869435,0.021569501
randomIsingDWaveZephyr_7_dense_5.h5,1680,-1299.9069,-1267.6578,-2.543985,0.004839665,0.019956236
randomIsingDWaveZephyr_7_dense_6.h5,1680,-1295.6747,-1267.5839,-2.2160916,0.006812924,0.026421477
randomIsingDWaveZephyr_7_dense_7.h5,1680,-1298.9197,-1271.5022,-2.1563063,0.008347483,0.026425083
randomIsingDWaveZephyr_7_dense_8.h5,1680,-1293.8309,-1281.2441,-0.9823883,0.004709363,0.020089898
randomIsingDWaveZephyr_7_dense_9.h5,1680,-1307.5623,-1295.1892,-0.955308,0.004903997,0.020069722
randomIsingDWaveZephyr_8_dense_1.h5,2176,-1652.2073,-1622.9973,-1.799754,0.012113346,0.034371154
randomIsingDWaveZephyr_8_dense_10.h5,2176,-1663.9355,-1623.481,-2.4918425,0.007232204,0.03398763
randomIsingDWaveZephyr_8_dense_11.h5,2176,-1677.6542,-1668.7305,-0.5347602,0.009961677,0.041306259
randomIsingDWaveZephyr_8_dense_12.h5,2176,-1715.8108,-1712.6783,-0.18289752,0.007271446,0.03409596
randomIsingDWaveZephyr_8_dense_13.h5,2176,-1650.9437,-1638.9801,-0.72994316,0.010596097,0.041261362
randomIsingDWaveZephyr_8_dense_14.h5,2176,-1669.4324,-1650.5813,-1.142087,0.01218727,0.034479194
randomIsingDWaveZephyr_8_dense_15.h5,2176,-1723.0089,-1714.3567,-0.504692,0.010636534,0.034171929
randomIsingDWaveZephyr_8_dense_16.h5,2176,-1722.0983,-1713.6958,-0.49031255,0.007295412,0.042720163
randomIsingDWaveZephyr_8_dense_17.h5,2176,-1681.954,-1682.5752,0.036920536,0.007326618,0.034106145
randomIsingDWaveZephyr_8_dense_18.h5,2176,-1655.7712,-1615.07,-2.5200949,0.007251966,0.036903404
randomIsingDWaveZephyr_8_dense_19.h5,2176,-1613.3596,-1609.2906,-0.25284243,0.00732614,0.034066476
randomIsingDWaveZephyr_8_dense_2.h5,2176,-1706.6401,-1623.6819,-5.1092677,0.007262763,0.042676881
randomIsingDWaveZephyr_8_dense_20.h5,2176,-1692.0139,-1688.6154,-0.2012631,0.007292606,0.034107407
randomIsingDWaveZephyr_8_dense_3.h5,2176,-1654.485,-1652.2015,-0.13820633,0.013170134,0.037694992
randomIsingDWaveZephyr_8_dense_4.h5,2176,-1661.1621,-1656.4539,-0.28423682,0.00727623,0.034101919
randomIsingDWaveZephyr_8_dense_5.h5,2176,-1641.5673,-1643.8217,0.13714351,0.007135557,0.034154292
randomIsingDWaveZephyr_8_dense_6.h5,2176,-1681.5345,-1674.569,-0.41596234,0.007290715,0.04519837
randomIsingDWaveZephyr_8_dense_7.h5,2176,-1696.8595,-1697.0375,0.010487601,0.007294155,0.034077468
randomIsingDWaveZephyr_8_dense_8.h5,2176,-1645.4701,-1642.798,-0.16265659,0.007285712,0.047439826
randomIsingDWaveZephyr_8_dense_9.h5,2176,-1676.1667,-1675.1302,-0.061875727,0.00728811,0.034125636
randomIsingDWaveZephyr_9_dense_1.h5,2736,-2116.7258,-1983.4987,-6.716777,0.010659456,0.066501
randomIsingDWaveZephyr_9_dense_10.h5,2736,-2083.7693,-2051.8584,-1.5552188,0.016280437,0.063889665
randomIsingDWaveZephyr_9_dense_11.h5,2736,-2098.7344,-1917.6866,-9.440945,0.010869744,0.070149707
